,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,lat,long
3351,400 SEVENTEENTH ST NW # 1237,4/29/22,"$233,000.00 ",233000,237.755102,980,2004,33.7891045,-84.4014254
3352,38 CANTEY PL NW,4/29/22,"$321,000.00 ",321000,246.9230769,1300,1970,33.8196183,-84.4255863
3353,2234 BOHLER RD NW,4/29/22,"$512,000.00 ",512000,269.7576396,1898,1980,33.8165454,-84.4307446
3354,19 IRON BOUND PL NW,4/29/22,"$364,000.00 ",364000,275.7575758,1320,1979,33.8236704,-84.441369
3355,2822 RIDGEVIEW DR,4/29/22,"$290,135.00 ",290135,188.889974,1536,2021,33.6685407,-84.4921964
3356,4589 CASCADE RD,4/29/22,"$349,900.00 ",349900,192.8886439,1814,1987,33.7341139,-84.539199
3357,4885 CASCADE HILLS CIR,4/29/22,"$385,000.00 ",385000,143.0163447,2692,2003,33.7227836,-84.5636245
3358,970 SIDNEY MARCUS BLVD # 2412,4/29/22,"$207,000.00 ",207000,210.1522843,985,1988,33.8254437,-84.356649
3359,1110 WINGATE WAY,4/29/22,"$140,000.00 ",140000,191.7808219,730,1985,33.9675725,-84.3534927
3360,7500 ROSWELL RD 114,4/29/22,"$294,500.00 ",294500,199.255751,1478,1986,33.9596803,-84.3661738
3361,820 MABRY RD,4/29/22,"$572,000.00 ",572000,177.4744027,3223,1982,33.9461897,-84.359093
3362,730 EAST NORTHWAY LN,4/28/22,"$1,800,000.00 ",1800000,374.9218913,4801,2008,33.886701,-84.362769
3363,676 DARLINGTON RD NE,4/29/22,"$815,000.00 ",815000,531.9843342,1532,1945,33.8339082,-84.3654508
3364,625 BROADVIEW PL,4/29/22,"$441,000.00 ",441000,388.8888889,1134,2017,33.8212161,-84.363403
3365,10900 WITTENRIDGE DR # C4,4/29/22,"$300,000.00 ",300000,246.3054187,1218,1999,34.0496983,-84.2596882
3366,4755 TOCOMC TRL,4/29/22,"$300,000.00 ",300000,179.2114695,1674,1967,33.6264248,-84.5056924
3367,2755 HALLIGAN PT,4/29/22,"$280,000.00 ",280000,164.9970536,1697,2021,33.5658042,-84.4774308
3368,1117 GLENWOOD AVE SE,4/29/22,"$636,000.00 ",636000,452.991453,1404,1928,33.7401923,-84.350638
3369,325 PATTERSON WAY,4/29/22,"$875,000.00 ",875000,460.5263158,1900,2013,33.762451,-84.3609139
3370,305 WATERSFIELD CT,4/11/22,"$1,075,000.00 ",1075000,282.3745732,3807,1994,34.02895337,-84.23952401
3371,644 WELLS ST,4/29/22,"$286,000.00 ",286000,215.037594,1330,1901,33.7384337,-84.4091869
3372,888 CASCADE AVE SW,4/29/22,"$290,000.00 ",290000,133.7638376,2168,1938,33.7310024,-84.439154
3373,2113 GARRISON WAY,4/29/22,"$465,500.00 ",465500,214.7140221,2168,2014,33.8132696,-84.4806908
3374,5185 HARBOUR RIDGE DR,4/29/22,"$660,000.00 ",660000,258.1149785,2557,1993,34.0846975,-84.2285794
3375,2340 BLACKHEATH TRC,4/29/22,"$2,650,000.00 ",2650000,286.9518138,9235,1999,34.080854,-84.2168874
3376,415 ANSHER CT,4/29/22,"$1,100,000.00 ",1100000,244.6075161,4497,2001,34.090431,-84.40465
3377,119 OLIVE ST,4/29/22,"$505,000.00 ",505000,413.5954136,1221,1940,34.0791848,-84.407274
3378,960 WILDE RUN CT,4/29/22,"$898,818.00 ",898818,314.8224168,2855,1999,34.0798567,-84.3643055
3379,4035 ST MICHELLE LN,4/29/22,"$865,000.00 ",865000,244.9730954,3531,2001,34.090715,-84.3337858
3380,1690 HARVEST LN,4/29/22,"$862,000.00 ",862000,248.9890237,3462,1998,34.0796137,-84.3257146
3381,9400 ROBERTS DR # 7 A,4/29/22,"$182,000.00 ",182000,215.8956109,843,1978,34.0050827,-84.3386508
3382,920 CARLTON POINTE TER # 102,4/29/22,"$195,000.00 ",195000,115.521327,1688,2004,33.5278866,-84.6812743
3383,571 CARLTON POINTE DR # 54,4/29/22,"$230,000.00 ",230000,111.003861,2072,2002,33.5284181,-84.6852706
3384,8267 CHAMPION TRL,4/29/22,"$330,000.00 ",330000,114.0684411,2893,2005,33.5308425,-84.5854396
3385,4441 SONORAN WAY,4/29/22,"$360,000.00 ",360000,134.2782544,2681,2005,33.5508686,-84.534608
3386,6405 WALNUT WAY,4/29/22,"$200,000.00 ",200000,109.0512541,1834,2006,33.5582531,-84.5200858
3387,6072 BARRINGTON CIR,4/29/22,"$350,007.00 ",350007,145.7755102,2401,2020,33.573288,-84.518125
3388,100 SPLITWOOD LN,4/29/22,"$306,500.00 ",306500,257.996633,1188,1983,33.578153,-84.5809875
3389,100 ROYAL COLONY CT,4/29/22,"$415,000.00 ",415000,328.3227848,1264,1985,34.0330391,-84.2446613
3390,3940 MERRIWEATHER WOODS,4/29/22,"$1,081,500.00 ",1081500,262.2453928,4124,1993,34.0150804,-84.2478778
3391,11644 PARKSIDE AVE,4/29/22,"$1,100,000.00 ",1100000,338.2533825,3252,2006,34.0649332,-84.2231408
3392,4895 WALNUT GROVE,4/29/22,"$725,000.00 ",725000,228.5624212,3172,1991,34.0087607,-84.2176961
3393,125 DUNHILL CIR,4/29/22,"$525,000.00 ",525000,247.4081056,2122,1991,34.0615014,-84.2065837
3394,10820 ARLINGTON LN,4/29/22,"$576,000.00 ",576000,251.5283843,2290,2006,33.6526696,-84.4820733
3395,545 MARSH PARK DR,4/29/22,"$1,750,000.00 ",1750000,360.2305476,4858,2000,33.9909131,-84.2023105
3396,2021 KINDERTON MANOR DR,4/29/22,"$1,252,000.00 ",1252000,323.5978289,3869,1994,34.0342363,-84.1803973
3397,195 ABBOTTS MILL DR # 10,4/29/22,"$365,000.00 ",365000,243.3333333,1500,1999,34.040745,-84.176489
3398,11150 OLBRICH TRL,4/29/22,"$912,600.00 ",912600,184.8490986,4937,2021,34.0504667,-84.1573219
3399,550 HUNTWICK PL,4/29/22,"$1,242,000.00 ",1242000,386.6749689,3212,1988,34.0142202,-84.3779636
3400,1016 TOWNSHIP WAY,4/29/22,"$678,000.00 ",678000,447.2295515,1516,2018,34.002161,-84.283444
3401,505 SADDLE CREST DR,4/29/22,"$738,000.00 ",738000,269.9341624,2734,1980,34.063318,-84.3641038
3402,915 GLENGATE PL,4/29/22,"$1,675,000.00 ",1675000,283.4179357,5910,2003,33.9355428,-84.3693607
3403,320 MYSTIC RIDGE LN,4/29/22,"$603,000.00 ",603000,273.0978261,2208,2006,33.8839402,-84.3814594
3404,1010 CHASTAIN PARK CT,4/29/22,"$290,000.00 ",290000,317.6341731,913,1987,33.8774073,-84.3830382
3405,250 PHARR RD NE # 705,4/29/22,"$320,000.00 ",320000,276.3385147,1158,2004,33.8379648,-84.3781073
3406,35 SHERIDAN DR NE 6,4/29/22,"$200,000.00 ",200000,370.3703704,540,1940,33.8323708,-84.3831185
3407,199 FOURTEENTH ST NE # 1412,4/29/22,"$200,000.00 ",200000,375.2345216,533,1992,33.7861784,-84.3808379
3408,3009 RHODENHAVEN DR NW,4/29/22,"$1,575,000.00 ",1575000,444.9152542,3540,1955,33.8373425,-84.4108444
3409,6320 RIVER OVERLOOK DR NW,4/29/22,"$1,750,000.00 ",1750000,499.7144489,3502,1966,33.9285901,-84.4165485
3410,96 DE ARC PL,4/29/22,"$220,000.00 ",220000,270.9359606,812,1970,33.8198672,-84.4241232
3411,1356 PETER HAUGHTON WAY,4/29/22,"$365,000.00 ",365000,301.1551155,1212,2007,33.7937974,-84.4280267
3412,1695 WEST WESLEY RD NW,4/29/22,"$2,250,000.00 ",2250000,518.9114391,4336,2010,33.8399741,-84.442661
3413,2926 RIDGEVIEW DR,4/29/22,"$273,530.00 ",273530,178.0794271,1536,2021,33.666274,-84.494463
3414,3720 MILFORD PL,4/29/22,"$363,000.00 ",363000,151.8828452,2390,2000,33.714833,-84.5039683
3415,4870 SULTANA WAY,4/29/22,"$480,000.00 ",480000,136.1315939,3526,2021,33.6640873,-84.5498746
3416,1009 ADAIR AVE NE,4/29/22,"$1,705,000.00 ",1705000,495.0638792,3444,1920,33.7800495,-84.3544103
3417,1070 CANTER RD NE,4/29/22,"$2,000,000.00 ",2000000,340.2517863,5878,2013,33.8419291,-84.352778
3418,795 HAMMOND DR # #1613,4/29/22,"$268,000.00 ",268000,241.6591524,1109,1990,33.9174763,-84.3595063
3419,645 PAULEY PL,4/29/22,"$495,000.00 ",495000,262.5994695,1885,1955,33.9156717,-84.3659931
3420,563 BROADVIEW PL,4/29/22,"$420,000.00 ",420000,291.6666667,1440,2018,33.8217564,-84.3649252
3421,711 COSMOPOLITAN DR 338,4/29/22,"$240,000.00 ",240000,281.3599062,853,2006,33.8209176,-84.3626186
3422,1875 WELLBOURNE DR NE,4/29/22,"$1,130,000.00 ",1130000,464.4471845,2433,1950,33.8057936,-84.3597549
3423,1445 MONROE DR NE # 3 B,4/29/22,"$287,000.00 ",287000,270.754717,1060,1975,34.2835468,-83.8004797
3424,3251 BUCKHEAD FOREST MEWS,4/29/22,"$596,000.00 ",596000,330.3769401,1804,2004,33.8466481,-84.3750249
3425,215 QUAIL RUN,4/29/22,"$315,372.00 ",315372,179.1886364,1760,1984,34.0090177,-84.3154251
3426,760 CRAB ORCHARD CT,4/29/22,"$501,000.00 ",501000,306.9852941,1632,1983,34.0302603,-84.2938425
3427,10070 FAIRWAY VILLAGE DR,4/29/22,"$810,000.00 ",810000,237.6063362,3409,1986,34.0250869,-84.2893076
3428,2605 SHADOW PINE DR,4/29/22,"$750,000.00 ",750000,316.4556962,2370,1985,34.0186739,-84.2852569
3429,8795 WILLOWBRAE LN,4/29/22,"$695,000.00 ",695000,210.8616505,3296,1980,33.9903916,-84.2882179
3430,641 GRANBY HILL PL,4/29/22,"$350,000.00 ",350000,226.6839378,1544,1988,33.9910902,-84.2817611
3431,711 HAMBLEDON BEND,4/29/22,"$965,000.00 ",965000,268.5777901,3593,1997,34.0136689,-84.2713754
3432,2050 SANDGATE CIR,4/29/22,"$325,000.00 ",325000,167.3532441,1942,1972,33.5897394,-84.4594546
3433,540 WOODALL AVE,4/29/22,"$910,000.00 ",910000,478.9473684,1900,2005,33.7687274,-84.3598181
3434,747 RALPH MCGILL BLVD # 121,4/29/22,"$340,000.00 ",340000,393.5185185,864,2004,33.766344,-84.362145
3435,850 RALPH MCGILL BLVD NE # 33,4/29/22,"$965,000.00 ",965000,553.9609644,1742,2000,33.7683704,-84.359668
3436,22 AIRLINE ST NE UNIT 301,4/29/22,"$569,900.00 ",569900,464.0879479,1228,2021,33.7549384,-84.3671817
3437,1189 RAMBLER CROSS,4/29/22,"$550,000.00 ",550000,305.5555556,1800,2019,33.7224224,-84.3633132
3438,878 PEACHTREE ST NE 419,4/29/22,"$325,000.00 ",325000,340.6708595,954,1951,33.7790726,-84.3850684
3439,860 PEACHTREE ST # 1206,4/29/22,"$304,900.00 ",304900,409.811828,744,2005,34.273828,-83.8412077
3440,625 PIEDMONT AVE NE UNIT 2001,4/29/22,"$560,000.00 ",560000,352.4229075,1589,2009,33.7716477,-84.3809816
3441,120 RALPH MCGILL BLVD NE # 806,4/29/22,"$312,000.00 ",312000,282.3529412,1105,1974,33.7647676,-84.3837324
3442,725 GRANT TER SE,4/29/22,"$386,000.00 ",386000,374.0310078,1032,1992,33.734776,-84.3800617
3443,1195 MILTON TER SE # 1209,4/29/22,"$230,000.00 ",230000,336.749634,683,2006,33.7234175,-84.379978
3444,45 IVAN ALLEN JR BLVD UNIT 2501,4/29/22,"$550,000.00 ",550000,310.0338219,1774,2010,33.7651142,-84.3892235
3445,1010 LENA ST NW,4/29/22,"$459,000.00 ",459000,220.6730769,2080,2000,33.756429,-84.4210303
3446,946 ASTOR AVE SW,4/29/22,"$320,000.00 ",320000,312.195122,1025,1950,33.7011941,-84.419845
3447,1271 GRAYMONT DR SW,4/29/22,"$287,000.00 ",287000,224.21875,1280,1960,33.7203637,-84.4368159
3448,495 WEST ONTARIO AVE SW,4/29/22,"$710,000.00 ",710000,261.0294118,2720,2021,33.7415223,-84.440065
3449,2065 WEST MERCER AVE,4/29/22,"$385,000.00 ",385000,213.2963989,1805,1930,33.6651541,-84.4567688
3450,1147 CAHABA DR SW,4/29/22,"$350,000.00 ",350000,310.2836879,1128,1939,33.7240854,-84.4473552
3451,125 COMPTON HALL DR,4/29/22,"$520,000.00 ",520000,277.7777778,1872,1990,34.0830276,-84.1999836
3452,945 PLEASANT HOLLOW TRL,4/29/22,"$2,345,000.00 ",2345000,397.659827,5897,1997,34.1222161,-84.3364156
3453,910 PLEASANT HOLLOW TRL,4/29/22,"$1,850,000.00 ",1850000,468.1174089,3952,1997,34.1204982,-84.3386344
3454,3129 HUNTINGTON PL,4/29/22,"$755,000.00 ",755000,295.846395,2552,2018,34.0972669,-84.2763333
3455,8980 RIVER RUN,4/29/22,"$935,000.00 ",935000,209.9708062,4453,1970,33.9982374,-84.3581893
3456,2366 CAPELLA CIR,4/29/22,"$250,000.00 ",250000,149.5215311,1672,2010,33.6889874,-84.6193021
3457,7483 SANDSTONE LN,4/29/22,"$428,800.00 ",428800,121.0615471,3542,2006,33.5491812,-84.5378841
3458,4432 PINSCHER ST,4/29/22,"$238,000.00 ",238000,145.4767726,1636,2020,33.5604107,-84.5329384
3459,3053 DOGWOOD DR,3/11/22,"$349,900.00 ",349900,240.9779614,1452,1949,33.67067009,-84.40889656
3460,186 MARGARET ST,4/29/22,"$190,000.00 ",190000,164.644714,1154,1945,33.7115541,-84.3821497
3461,5660 WISBECH WAY,4/29/22,"$428,000.00 ",428000,127.761194,3350,2015,33.5999372,-84.5211744
3462,126 RENAISSANCE PKWY LOT 207,4/29/22,"$299,782.00 ",299782,455.5957447,658,2021,33.7689386,-84.3830941
3463,7875 KIVERTON PL,4/28/22,"$405,000.00 ",405000,237.9553467,1702,2004,33.9701384,-84.3671605
3464,435 STONE MILL TRL,4/28/22,"$812,000.00 ",812000,257.287706,3156,1985,33.9450013,-84.3837525
3465,3410 LANDEN PINE CT,4/28/22,"$748,800.00 ",748800,387.5776398,1932,2017,33.8498792,-84.3814968
3466,2795 PEACHTREE RD NE LOT 1001,4/28/22,"$615,000.00 ",615000,366.0714286,1680,2007,33.8309683,-84.3854293
3467,3055 SABLE TRL,7/13/22,"$320,000.00 ",320000,123.5044384,2591,2005,33.60226329,-84.49333281
3468,40 W 12TH ST UNIT 802,4/28/22,"$705,000.00 ",705000,753.2051282,936,2021,33.7849249,-84.3864041
3469,1029 PIEDMONT AVE NE 205,4/28/22,"$480,000.00 ",480000,396.039604,1212,2001,33.782773,-84.3798188
3470,1130 PIEDMONT RD 1512,4/28/22,"$478,750.00 ",478750,384.2295345,1246,1988,33.7856625,-84.378842
3471,307 ASHIGAN ST,1/24/22,"$189,900.00 ",189900,117.2222222,1620,2021,33.56114327,-84.53371341
3472,3957 RANDALL MILL RD NW,4/28/22,"$900,000.00 ",900000,288.9245586,3115,1974,33.8630255,-84.4268882
3473,200 RIVER VISTA DR UNIT 728,4/28/22,"$385,000.00 ",385000,308.0,1250,2010,33.9011253,-84.4399001
3474,160 HARLOW CIR,4/28/22,"$519,821.00 ",519821,316.9640244,1640,2021,34.0524499,-84.319261
3475,2005 FALCON GLEN CT,4/28/22,"$360,000.00 ",360000,338.3458647,1064,1987,34.000254,-84.2747555
3476,18 SPOON CT,4/28/22,"$390,000.00 ",390000,208.1109925,1874,1977,33.9919657,-84.2618733
3477,179 CLEVELAND ST SE,4/28/22,"$800,000.00 ",800000,341.442595,2343,2017,33.7488364,-84.3507138
3478,660 ORMEWOOD AVE SE,4/28/22,"$987,000.00 ",987000,290.9787736,3392,1920,33.7340554,-84.3657601
3479,944 BENTLEY DR,4/28/22,"$344,990.00 ",344990,134.7617188,2560,2021,33.6211802,-84.6146825
3480,880 BENTLEY DR,4/28/22,"$334,990.00 ",334990,173.3902692,1932,2021,33.6199361,-84.6133029
3481,1235 TIMBERLINE PL,4/28/22,"$756,900.00 ",756900,197.6240209,3830,1994,34.0640118,-84.2312139
3482,6204 CLAPHAM LN,4/28/22,"$598,000.00 ",598000,192.4066924,3108,2006,34.0373344,-84.1768383
3483,10465 GRANDVIEW OVERLOOK,4/28/22,"$1,405,000.00 ",1405000,361.9268418,3882,2019,34.0498518,-84.1615373
3484,305 ROSWELL FARMS RD,4/28/22,"$418,500.00 ",418500,343.5960591,1218,1983,34.0213538,-84.3679683
3485,1850 SANDRINGHAM DR SW,4/28/22,"$375,000.00 ",375000,210.9111361,1778,1956,33.7053915,-84.4738043
3486,5673 WYNCREEK CIR,4/28/22,"$443,170.00 ",443170,98.921875,4480,2021,33.6888037,-84.5702658
3487,3090 DALE DR NE,4/28/22,"$1,120,000.00 ",1120000,436.1370717,2568,1940,33.8391678,-84.3630154
3488,532 WABASH AVE NE,4/28/22,"$850,000.00 ",850000,458.9632829,1852,1920,33.7650622,-84.3698356
3489,782 MYRTLE ST NE,4/28/22,"$1,250,000.00 ",1250000,398.5969388,3136,1930,33.7760296,-84.380263
3490,800 PEACHTREE ST # 1218,4/28/22,"$242,000.00 ",242000,312.2580645,775,2001,34.273828,-83.8412077
3491,1195 MILTON TER SE # 4103,4/28/22,"$225,000.00 ",225000,198.4126984,1134,2006,33.7234175,-84.379978
3492,2937 SYLVAN RD,4/28/22,"$216,500.00 ",216500,176.3029316,1228,1948,33.6748963,-84.4190446
3493,2800 BAYARD ST,4/28/22,"$250,000.00 ",250000,207.641196,1204,1940,33.678811,-84.4311434
3494,1377 EAST FORREST AVE,4/28/22,"$221,500.00 ",221500,239.2008639,926,1940,33.6823544,-84.4339034
3495,734 CHARLOTTE PL NW,4/28/22,"$335,000.00 ",335000,387.7314815,864,1961,33.7751454,-84.4511888
3496,195 ARDSLEY LN,4/28/22,"$1,575,000.00 ",1575000,220.1565558,7154,2005,34.0868056,-84.2235226
3497,12393 SUNSET MAPLE TER,4/28/22,"$825,000.00 ",825000,282.5342466,2920,1996,34.081558,-84.1936408
3498,520 ROSE GARDEN LN,4/28/22,"$830,500.00 ",830500,347.1989967,2392,2014,34.0786483,-84.2974009
3499,380 COACH HOUSE LN,4/28/22,"$917,000.00 ",917000,279.0626902,3286,1998,34.1434956,-84.2901506
3500,15991 MANOR CLUB DR,4/28/22,"$2,798,831.00 ",2798831,356.4935677,7851,2021,34.1728664,-84.2609261
3501,972 CATAMARAN CT,4/28/22,"$523,480.00 ",523480,247.8598485,2112,2021,34.0816257,-84.2598541
3502,7799 ROCK ROSE LN,4/28/22,"$299,900.00 ",299900,168.1996635,1783,2020,33.5428942,-84.5114908
3503,890 BENTLEY DR,4/28/22,"$334,990.00 ",334990,173.3902692,1932,2021,33.6205702,-84.6132731
3504,10665 WREN RIDGE RD,4/28/22,"$705,000.00 ",705000,244.1135734,2888,1989,34.0403515,-84.206161
3505,212 SOUTHERN HILL DR,4/28/22,"$1,190,000.00 ",1190000,372.1075672,3198,1990,34.0195752,-84.1858968
3506,18 IVY RIDGE NE,4/28/22,"$356,000.00 ",356000,179.6165489,1982,1972,33.8575617,-84.3783793
3507,1130 PIEDMONT RD 1212,4/28/22,"$475,000.00 ",475000,381.2199037,1246,1988,33.7856625,-84.378842
3508,136 PEACHTREE MEMORIAL UNIT 4,4/28/22,"$295,000.00 ",295000,266.2454874,1108,1975,33.8173133,-84.3945533
3509,105 BLACKLAND RD NW,4/28/22,"$3,695,000.00 ",3695000,624.36634,5918,1986,33.8578576,-84.3886448
3510,2001 DELLWOOD DR NW,4/28/22,"$825,000.00 ",825000,411.6766467,2004,1940,33.8097397,-84.3983167
3511,2329 CHERRY BLOSSOM DR SW,4/28/22,"$281,000.00 ",281000,236.93086,1186,1956,33.6922571,-84.5034766
3512,5004 TIWANAKU DR,4/28/22,"$386,850.00 ",386850,109.279661,3540,2006,33.6597491,-84.5474244
3513,3456 AMHURST PKWY,4/28/22,"$398,000.00 ",398000,105.5983019,3769,2006,33.665295,-84.621338
3514,1441 NORTH MORNINGSIDE DR,4/28/22,"$1,200,000.00 ",1200000,484.8484848,2475,1935,33.7941379,-84.3577815
3515,360 EUREKA DR NE,4/28/22,"$650,000.00 ",650000,418.2754183,1554,1953,33.8212973,-84.3763097
3516,8990 TERRACE CLUB DR,4/28/22,"$485,000.00 ",485000,205.3344623,2362,1988,33.9969501,-84.3069872
3517,1070 AMBROSE AVE,4/28/22,"$790,000.00 ",790000,272.6017943,2898,2002,34.0449776,-84.2764173
3518,17 HEMINGBROUGH WAY,4/28/22,"$475,000.00 ",475000,151.4668367,3136,2001,34.024155,-84.2671636
3519,450 WITTENRIDGE CT,4/28/22,"$442,000.00 ",442000,286.6407263,1542,1999,34.0529632,-84.2613067
3520,5532 BLUEGRASS DR,4/28/22,"$275,500.00 ",275500,161.6784038,1704,2008,33.6070369,-84.5034573
3521,51 MODA LN,4/28/22,"$510,000.00 ",510000,364.2857143,1400,2017,33.7534051,-84.3541844
3522,432 IRA ST SW # 401,4/28/22,"$265,000.00 ",265000,257.2815534,1030,2005,33.7427625,-84.3996974
3523,ROBERT SMALLS WAY,4/28/22,"$564,600.00 ",564600,245.691906,2298,2022,33.7740705,-84.4215932
3524,ROBERT SMALLS WAY,4/28/22,"$559,489.00 ",559489,243.4677981,2298,2022,33.7740705,-84.4215932
3525,2630 JEWEL ST,4/28/22,"$355,000.00 ",355000,368.2572614,964,1954,33.6834028,-84.4243034
3526,2350 BIRMINGHAM RD,4/28/22,"$260,000.00 ",260000,338.5416667,768,1971,34.1654454,-84.2917544
3527,8117 WOODLAND LN,4/28/22,"$350,000.00 ",350000,260.0297177,1346,2002,34.075141,-84.274142
3528,280 MADO LN,4/28/22,"$1,279,000.00 ",1279000,443.6351023,2883,2016,33.5147951,-84.7416563
3529,525 BRADLEY CT,4/28/22,"$199,500.00 ",199500,165.6976744,1204,1994,33.5280751,-84.5648224
3530,610 WATERVIEW TRL,4/28/22,"$930,000.00 ",930000,368.0253265,2527,1999,34.0346365,-84.2503104
3531,10215 BRIER MILL CT,4/28/22,"$905,000.00 ",905000,273.9933394,3303,1991,34.0310965,-84.2358239
3532,5502 LAUREL RIDGE DR,4/28/22,"$570,000.00 ",570000,223.354232,2552,1997,34.057934,-84.2001483
3533,5370 COTTAGE FARM RD,4/28/22,"$820,000.00 ",820000,202.7695351,4044,2001,34.0328866,-84.1963798
3534,247 SOUTHERN HILL DR,4/28/22,"$1,651,000.00 ",1651000,317.9892142,5192,1993,34.0186514,-84.1796556
3535,11189 BROOKHAVEN CLUB DR,4/28/22,"$825,000.00 ",825000,330.3964758,2497,2010,33.8654144,-84.3544587
3536,195 THISTLEWOOD LN,4/28/22,"$811,500.00 ",811500,277.5307798,2924,1980,34.0681441,-84.3672251
3537,20 COMMONS ALY,4/28/22,"$1,235,000.00 ",1235000,354.4776119,3484,2014,34.0228619,-84.3569576
3538,9275 HUNTCLIFF TRC,4/28/22,"$725,000.00 ",725000,185.659411,3905,1972,33.9960719,-84.3739395
3539,6520 ROSWELL RD NE #88,4/28/22,"$220,000.00 ",220000,143.4159061,1534,1968,33.9333934,-84.3806358
3540,250 PHARR RD # 416,4/28/22,"$310,000.00 ",310000,388.9585947,797,2004,33.8379648,-84.3781073
3541,2235 HARRY BROOKS DR,4/28/22,"$640,000.00 ",640000,290.3811252,2204,2001,33.8167584,-84.4568796
3542,2099 CLAUDE ST NW,4/28/22,"$439,000.00 ",439000,433.3662389,1013,1958,33.812809,-84.466245
3543,115 BISCAYNE DR # A 11,4/15/22,"$215,000.00 ",215000,198.3394834,1084,1964,33.81582073,-84.39431201
3544,4291 WALLACE AVE SW,4/28/22,"$165,000.00 ",165000,130.2288871,1267,1960,33.691051,-84.5287762
3545,5642 WYNCREEK CIR,4/28/22,"$528,138.00 ",528138,135.5590349,3896,2021,33.6879769,-84.5706359
3546,3081 CAMDEN CT SW,1/18/22,"$650,000.00 ",650000,132.4368378,4908,2007,33.66969543,-84.50888808
3547,3891 WIEUCA RD NE,4/28/22,"$4,250,000.00 ",4250000,673.2140029,6313,2017,33.8612513,-84.3636606
3548,3475 OAK VALLEY RD NE # 1470,4/28/22,"$315,000.00 ",315000,260.5459057,1209,1992,33.8500083,-84.3593756
3549,531 BROADVIEW LN,4/28/22,"$676,527.00 ",676527,295.5557012,2289,2021,33.8212183,-84.364616
3550,550 BISMARK RD NE,4/28/22,"$675,000.00 ",675000,387.9310345,1740,2017,33.8113726,-84.3652252
3551,311 PEACHTREE HILLS AVE # 12 F,4/28/22,"$286,000.00 ",286000,280.3921569,1020,1960,33.8166105,-84.3774248
3552,9985 LAKE FOREST WAY,4/28/22,"$380,000.00 ",380000,196.6873706,1932,1980,34.0227831,-84.2995052
3553,50 FAIRWAY RIDGE DR,4/28/22,"$550,000.00 ",550000,219.210841,2509,1978,33.9942117,-84.2597741
3554,997 WELCH ST SE,4/28/22,"$305,000.00 ",305000,305.0,1000,1952,33.7077317,-84.3560227
3555,636 SANDYS LN SE,4/28/22,"$281,000.00 ",281000,205.5596196,1367,1994,33.6711231,-84.3680598
3556,512 PARK AVE SE,4/28/22,"$1,230,000.00 ",1230000,447.2727273,2750,1894,33.7405179,-84.3693622
3557,81 MARTIN AVE SE,4/28/22,"$550,000.00 ",550000,164.5721125,3342,2021,33.7172606,-84.3854773
3558,400 WEST PEACHTREE ST NW LOT 3104,4/28/22,"$460,000.00 ",460000,408.1632653,1127,2007,33.7651344,-84.3881936
3559,960 ALLENE AVE SW,4/28/22,"$645,900.00 ",645900,240.2008181,2689,1920,33.7287301,-84.4133667
3560,840 WINSLOW WAY,4/28/22,"$525,000.00 ",525000,291.3429523,1802,2020,33.7736084,-84.4149879
3561,ROBERT SMALLS WAY,4/28/22,"$594,179.00 ",594179,258.5635335,2298,2022,33.7740705,-84.4215932
3562,1039 WHITEOAK AVE SW,4/28/22,"$510,000.00 ",510000,185.522008,2749,1929,33.7248465,-84.4217653
3563,1262 CAMPBELLTON RD SW,4/28/22,"$345,000.00 ",345000,264.1653905,1306,1930,33.7165435,-84.4293087
3564,120 WELLINGTON ST SW,4/28/22,"$570,000.00 ",570000,270.6552707,2106,1940,33.7519672,-84.4379234
3565,1430 CENTRA VILLA DR SW,4/28/22,"$200,000.00 ",200000,140.3508772,1425,1949,33.7164048,-84.4528374
3566,12550 HOPEWELL RD,4/28/22,"$2,500,000.00 ",2500000,434.0277778,5760,2018,34.089119,-84.2973671
3567,2510 BROOK RUN,4/28/22,"$1,325,000.00 ",1325000,638.2466281,2076,2019,34.0735936,-84.2911787
3568,210 PINE BRANCH CT,4/28/22,"$847,000.00 ",847000,302.5,2800,1999,34.1233025,-84.2658836
3569,986 CATAMARAN CT,4/28/22,"$528,480.00 ",528480,250.2272727,2112,2021,34.0811614,-84.2601151
3570,375 SPENCE RD,4/28/22,"$260,445.00 ",260445,232.9561717,1118,1963,33.5586408,-84.5755451
3571,250 PHARR RD NE 609,4/27/22,"$415,000.00 ",415000,413.7587238,1003,2004,33.8371871,-84.378968
3572,2795 PEACHTREE RD NE LOT 2101,4/27/22,"$640,000.00 ",640000,380.952381,1680,2007,33.8309683,-84.3854293
3573,2479 PEACHTREE RD NE 606,4/27/22,"$175,000.00 ",175000,209.0800478,837,1967,33.8225017,-84.3865221
3574,155 SUMMERFIELD DR,4/27/22,"$529,000.00 ",529000,349.8677249,1512,1977,34.0365419,-84.282378
3575,3454 OAKLEAF PASS LOT 117,4/27/22,"$315,000.00 ",315000,182.7146172,1724,2007,33.5519025,-84.5031042
